source_file,model,imagery,backbone,license_split,protocol,country,n_patches,pq,sq,rq,f1_5_95,poly_count_delta_mean,poly_count_delta_p50,bnd_err_mean_m,bnd_err_p95_m
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,luxembourg,84,0.264667,0.765289,0.345839,0.20075,36.2857,33.5,13.4589,34.5653
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,netherlands,388,0.254577,0.810599,0.31406,0.211038,10.3557,6.0,13.9834,39.1838
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,portugal,10,0.016103,0.581587,0.027687,0.005863,102.0,78.0,11.0587,17.6418
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,rwanda,7,0.061946,0.685992,0.090301,0.03796,128.2857,124.0,16.1727,38.5391
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,slovakia,408,0.504007,0.867679,0.580868,0.456539,3.598,2.0,24.6614,94.0258
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,slovenia,228,0.194372,0.730146,0.26621,0.135832,32.6316,22.0,10.35,25.3539
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,south_africa,85,0.483898,0.823268,0.587777,0.409342,5.9176,4.0,21.5857,74.0578
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,spain,216,0.198858,0.72418,0.274598,0.137094,84.6296,63.0,13.9457,39.7473
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,sweden,516,0.425466,0.820056,0.518825,0.358329,6.3721,4.0,19.1626,63.7477
s2_b7_augmax_full_22.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_23region,vietnam,23,0.103056,0.638566,0.161387,0.052947,306.2609,246.0,9.689,16.4589
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,austria,745,0.333629,0.774171,0.430950,0.258033,26.5221,10.0000,10.5564,26.9876
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,brazil,188,0.335077,0.877796,0.381725,0.306917,4.7979,3.0000,41.5053,165.1366
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,corsica,258,0.091417,0.782191,0.116874,0.072316,3.3140,0.0000,17.8662,43.3635
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,denmark,332,0.498780,0.845036,0.590248,0.436609,5.1295,4.0000,16.8784,59.1277
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,estonia,684,0.425125,0.850251,0.500000,0.375358,3.9444,2.0000,17.2985,58.2004
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,finland,588,0.488515,0.806234,0.605922,0.401428,6.2772,4.0000,14.4109,44.1528
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,france,396,0.480134,0.817626,0.587229,0.402749,8.4621,6.0000,16.2258,55.8936
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,luxembourg,84,0.264667,0.765289,0.345839,0.200750,36.2857,33.5000,13.4589,34.5653
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,netherlands,388,0.254577,0.810599,0.314060,0.211038,10.3557,6.0000,13.9834,39.1838
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,rwanda,7,0.061946,0.685992,0.090301,0.037960,128.2857,124.0000,16.1727,38.5391
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,slovakia,408,0.504007,0.867679,0.580868,0.456539,3.5980,2.0000,24.6614,94.0258
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,spain,216,0.198858,0.724180,0.274598,0.137094,84.6296,63.0000,13.9457,39.7473
s2_b7_augmax_full_missing13.csv,S2-B7-augmax,s2,efficientnet-b7,full,full_data_13region,vietnam,23,0.103056,0.638566,0.161387,0.052947,306.2609,246.0000,9.6890,16.4589
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,belgium,198,0.396888,0.803575,0.493903,0.324901,10.4040,8.0000,19.5735,57.4506
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,cambodia,25,0.230531,0.660250,0.349157,0.129622,268.8800,252.0000,18.0463,31.8719
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,croatia,353,0.324836,0.747979,0.434285,0.237506,16.8612,9.0000,21.3500,57.6528
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,germany,350,0.373605,0.861720,0.433557,0.335671,6.5257,2.0000,38.6336,155.2303
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,latvia,741,0.405631,0.839329,0.483280,0.352743,5.0351,3.0000,32.9409,115.5954
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,lithuania,528,0.326452,0.805112,0.405474,0.268102,7.3580,4.0000,32.6191,114.0436
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,portugal,10,0.018533,0.632698,0.029292,0.009601,101.9000,78.0000,20.5882,35.4772
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,slovenia,228,0.215741,0.739898,0.291582,0.154905,29.1184,18.0000,17.8670,43.9296
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,south_africa,85,0.419678,0.832565,0.504078,0.360196,7.8353,6.0000,43.8388,165.6592
s2_upsampled_b3_augmax_full.csv,S2-upsampled-B3-augmax,s2_upsampled,efficientnet-b3,full,heldout_11country,sweden,516,0.436940,0.829134,0.526983,0.373230,5.6880,3.0000,34.8132,122.8635
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,belgium,198,0.529417,0.830438,0.637516,0.453692,11.7677,10.0000,8.6398,31.2300
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,cambodia,25,0.215703,0.683137,0.315753,0.131567,332.0000,313.0000,8.3909,16.1737
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,croatia,353,0.317572,0.764181,0.415572,0.240623,21.7309,12.0000,10.5922,30.5684
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,germany,350,0.393355,0.866369,0.454027,0.355067,6.3371,2.0000,18.8988,77.3558
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,kenya,55,0.002034,0.685899,0.002966,0.001229,168.0364,172.0000,9.9602,22.3042
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,latvia,741,0.458679,0.851385,0.538744,0.406084,5.1404,3.0000,14.7974,51.7996
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,lithuania,528,0.373978,0.810764,0.461267,0.309866,8.7917,5.0000,15.6117,54.9253
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,portugal,10,0.010430,0.677963,0.015385,0.006496,107.8000,77.5000,11.9794,29.2922
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,slovenia,228,0.239555,0.751741,0.318667,0.176577,29.8772,20.0000,8.7349,22.4524
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,south_africa,85,0.316588,0.806169,0.392707,0.261150,10.1765,10.0000,25.1482,93.6647
ftw_s2_prue_b3_full.csv,PRUE-B3-released,s2,efficientnet-b3,full,heldout_11country,sweden,516,0.437558,0.835392,0.523776,0.377490,6.0775,4.0000,17.0193,64.1898
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,belgium,198,0.566871,0.844353,0.671368,0.496319,11.1263,9.0000,7.7597,28.3240
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,cambodia,25,0.272053,0.698561,0.389447,0.174554,289.9600,277.0000,7.6059,15.2285
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,croatia,353,0.370082,0.785034,0.471422,0.292529,19.1615,9.0000,9.2213,29.0644
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,germany,350,0.412655,0.876344,0.470883,0.377974,6.3400,2.0000,16.1357,71.5032
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,kenya,55,0.001938,0.653874,0.002964,0.001108,229.4909,236.0000,9.8785,18.9305
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,latvia,741,0.490214,0.864682,0.566930,0.442502,5.0054,3.0000,12.7951,47.9853
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,lithuania,528,0.430018,0.827028,0.519956,0.366534,8.0170,4.0000,13.2994,50.2351
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,portugal,10,0.013462,0.653462,0.020601,0.007382,108.3000,78.0000,9.1415,14.7573
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,slovenia,228,0.267013,0.776535,0.343852,0.207599,29.4912,19.5000,7.5300,20.7922
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,south_africa,85,0.455856,0.851325,0.535467,0.403893,7.7882,6.0000,18.1734,77.9237
ftw_s2_prue_b7_full.csv,PRUE-B7-released,s2,efficientnet-b7,full,heldout_11country,sweden,516,0.470910,0.848430,0.555037,0.415344,5.5000,4.0000,15.1605,59.9072
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,belgium,198,0.462377,0.815450,0.567020,0.385685,11.1364,8.0000,9.6459,32.3762
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,cambodia,25,0.147629,0.633626,0.232991,0.074155,353.6000,321.0000,10.3393,17.8244
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,croatia,353,0.251120,0.720093,0.348733,0.170921,18.5354,9.0000,13.1014,32.5382
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,germany,350,0.309620,0.850765,0.363931,0.273363,7.4314,3.0000,25.0203,98.0694
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,kenya,55,0.002481,0.643779,0.003854,0.001321,128.5455,134.0000,11.8053,22.6538
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,latvia,741,0.356574,0.824887,0.432270,0.302774,6.3401,4.0000,20.6939,71.6491
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,lithuania,528,0.251553,0.790704,0.318138,0.201104,9.7538,5.0000,18.5890,66.1900
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,portugal,10,0.015259,0.619496,0.024631,0.006897,103.0000,76.5000,10.6225,17.2063
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,slovenia,228,0.148975,0.746048,0.199685,0.108378,35.7807,25.5000,9.8978,26.2435
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,south_africa,85,0.387588,0.814391,0.475923,0.323435,6.7765,6.0000,23.4578,79.5898
ftw_s2_prue_b3_ccby.csv,PRUE-B3-released,s2,efficientnet-b3,ccby,heldout_11country,sweden,516,0.390614,0.834939,0.467835,0.337262,8.2810,6.0000,18.7327,66.1188
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,belgium,198,0.487206,0.834019,0.584167,0.419719,10.4141,8.0000,8.5693,30.7106
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,cambodia,25,0.187890,0.679875,0.276360,0.113588,379.0800,359.0000,9.0773,17.5623
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,croatia,353,0.293368,0.751639,0.390305,0.216004,16.6827,7.0000,11.2292,31.1273
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,germany,350,0.354910,0.868828,0.408493,0.321916,6.9629,2.5000,20.2666,85.7880
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,kenya,55,0.002055,0.649454,0.003165,0.001088,180.2727,178.0000,10.7598,20.0459
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,latvia,741,0.399107,0.848215,0.470526,0.351636,6.0000,4.0000,16.5358,62.0881
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,lithuania,528,0.287307,0.808573,0.355326,0.237470,9.6477,5.0000,15.7933,57.7205
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,portugal,10,0.006831,0.667174,0.010239,0.003925,107.6000,76.5000,8.5505,13.8569
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,slovenia,228,0.184153,0.771646,0.238650,0.141752,33.5351,25.0000,8.2954,22.6602
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,south_africa,85,0.406416,0.834204,0.487190,0.350630,7.8941,6.0000,19.6863,72.1864
ftw_s2_prue_b7_ccby.csv,PRUE-B7-released,s2,efficientnet-b7,ccby,heldout_11country,sweden,516,0.422042,0.846803,0.498395,0.370854,7.9806,6.0000,16.6643,62.4002
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,austria,445,0.104330,0.722868,0.144328,0.072535,50.2022,33.0000,8.7740,25.7418
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,belgium,146,0.182898,0.771422,0.237092,0.141788,43.8630,35.5000,7.0976,19.8501
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,brazil,187,0.120652,0.742857,0.162416,0.087383,3.7647,3.0000,55.8363,118.3982
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,cambodia,16,0.025537,0.677199,0.037710,0.015278,561.1250,537.5000,7.0168,14.2096
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,corsica,163,0.117116,0.747810,0.156612,0.087575,8.2393,1.0000,11.6057,31.3211
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,croatia,349,0.130008,0.706498,0.184018,0.086970,25.1862,17.0000,9.2424,25.8190
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,denmark,281,0.224394,0.794466,0.282446,0.183486,25.1068,20.0000,15.0842,45.8105
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,estonia,445,0.172127,0.777548,0.221372,0.137278,7.1101,4.0000,15.4317,50.0926
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,finland,359,0.316125,0.780168,0.405201,0.250898,13.6992,8.0000,8.6155,25.3257
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,france,275,0.182873,0.768806,0.237866,0.142187,25.2945,18.0000,14.2883,43.1950
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,germany,252,0.129621,0.786482,0.164811,0.103229,7.3333,4.0000,24.9817,73.3498
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,india,15,0.000000,0.000000,0.000000,0.000000,60.8000,5.0000,nan,nan
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,kenya,47,0.002029,0.643419,0.003153,0.001025,104.6596,101.0000,7.0844,10.9107
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,latvia,703,0.164114,0.767758,0.213758,0.127273,8.9004,6.0000,18.9808,58.0912
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,lithuania,403,0.143401,0.756097,0.189660,0.108497,20.0794,13.0000,13.3526,42.8413
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,luxembourg,66,0.247144,0.724055,0.341333,0.172919,54.0152,41.0000,8.9981,24.8046
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,netherlands,253,0.123373,0.782524,0.157660,0.098696,56.0277,46.0000,8.6708,24.8266
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,portugal,2,0.123661,0.657999,0.187935,0.072854,142.0000,142.0000,6.0308,13.7906
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,rwanda,6,0.070160,0.759234,0.092409,0.051485,23.5000,15.0000,13.7466,36.0071
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,slovakia,369,0.243235,0.793905,0.306378,0.197918,14.4363,9.0000,23.9322,71.2443
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,slovenia,214,0.086893,0.707554,0.122807,0.057966,25.4579,15.0000,6.9758,17.9655
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,south_africa,43,0.213761,0.781521,0.273519,0.168990,10.8372,8.0000,16.0580,50.1585
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,spain,172,0.119611,0.711157,0.168192,0.080196,75.0174,59.0000,9.3660,25.1052
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,sweden,416,0.264463,0.789765,0.334863,0.214183,13.0649,8.0000,12.3479,39.8838
delineate_anything_conf0005.csv,DelineateAnything-conf0.005,planet,yolo11x-seg,zeroshot,full_data_25region,vietnam,21,0.017288,0.651217,0.026547,0.009476,420.6667,349.0000,7.5354,14.4739
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,austria,445,0.060019,0.737406,0.081392,0.043101,49.6764,27.0000,9.9508,30.6639
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,belgium,146,0.131976,0.797952,0.165393,0.106787,25.4452,23.0000,7.2328,21.3504
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,brazil,187,0.080812,0.752463,0.107396,0.059980,3.5455,3.0000,54.4418,111.5208
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,cambodia,16,0.000277,0.669001,0.000414,0.000145,603.3125,606.0000,6.1251,8.0437
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,corsica,163,0.086126,0.789006,0.109158,0.068825,4.0675,0.0000,11.3015,32.1509
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,croatia,349,0.072210,0.731586,0.098703,0.051031,35.1347,20.0000,11.5305,34.1528
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,denmark,281,0.158785,0.822009,0.193167,0.134739,13.4840,13.0000,15.4494,47.7370
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,estonia,445,0.131353,0.802207,0.163740,0.108385,6.1124,4.0000,16.1638,51.0127
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,finland,359,0.273121,0.795751,0.343224,0.221271,8.6379,6.0000,9.3188,26.4029
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,france,275,0.138283,0.779741,0.177345,0.108915,19.3018,15.0000,14.8330,42.8822
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,germany,252,0.022712,0.810283,0.028030,0.018712,9.5159,7.0000,26.0313,60.4482
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,india,15,0.000000,0.000000,0.000000,0.000000,4.5333,5.0000,nan,nan
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,kenya,47,0.000000,0.000000,0.000000,0.000000,8.4681,3.0000,nan,nan
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,latvia,703,0.116741,0.781587,0.149364,0.092128,7.8023,5.0000,22.0976,63.7640
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,lithuania,403,0.072729,0.756078,0.096193,0.054227,16.2010,11.0000,16.8663,54.4268
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,luxembourg,66,0.269348,0.737646,0.365145,0.192631,13.6818,11.0000,8.8850,24.0694
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,netherlands,253,0.130466,0.791716,0.164789,0.105260,17.6324,11.0000,9.3846,26.6422
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,portugal,2,0.067162,0.695326,0.096591,0.042614,116.0000,116.0000,6.0958,12.7233
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,rwanda,6,0.021525,0.769519,0.027972,0.015385,17.8333,16.5000,15.5825,23.5584
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,slovakia,369,0.286973,0.812471,0.353210,0.239405,5.0271,3.0000,23.2232,65.8050
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,slovenia,214,0.030050,0.753552,0.039878,0.022191,40.8271,25.0000,7.4613,24.7026
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,south_africa,43,0.040976,0.813045,0.050398,0.034483,15.2558,13.0000,19.1060,59.7478
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,spain,172,0.055419,0.726989,0.076231,0.038555,113.7500,95.0000,9.6039,26.3263
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,sweden,416,0.211779,0.811573,0.260948,0.176893,9.3966,7.0000,13.3758,45.6235
delineate_anything_conf010.csv,DelineateAnything-conf0.10,planet,yolo11x-seg,zeroshot,full_data_25region,vietnam,21,0.001791,0.700866,0.002555,0.001140,470.4286,391.0000,6.1296,10.4267
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,austria,445,0.040262,0.747258,0.053880,0.029452,54.2854,36.0000,10.5586,31.3909
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,belgium,146,0.078483,0.807377,0.097208,0.064564,30.4932,28.0000,7.3226,21.5997
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,brazil,187,0.056479,0.757328,0.074576,0.042260,3.6631,3.0000,49.6198,91.7404
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,cambodia,16,0.000000,0.000000,0.000000,0.000000,603.7500,606.5000,nan,nan
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,corsica,163,0.036604,0.773676,0.047312,0.028817,4.6994,0.0000,14.6112,34.3332
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,croatia,349,0.050063,0.746730,0.067042,0.036438,40.8252,27.0000,12.5552,41.1193
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,denmark,281,0.085386,0.832298,0.102590,0.073269,15.4840,16.0000,14.8861,45.7910
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,estonia,445,0.090148,0.810153,0.111273,0.075559,6.7955,5.0000,17.2967,51.8612
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,finland,359,0.192286,0.812991,0.236517,0.160695,12.4150,9.0000,9.0855,26.2391
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,france,275,0.101543,0.790226,0.128498,0.081390,22.1055,19.0000,14.8267,45.5634
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,germany,252,0.007150,0.831361,0.008600,0.006177,9.8095,7.0000,32.2942,80.7923
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,india,15,0.000000,0.000000,0.000000,0.000000,4.8667,5.0000,nan,nan
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,kenya,47,0.000000,0.000000,0.000000,0.000000,3.3191,2.0000,nan,nan
delineate_anything_conf025.csv,DelineateAnything-conf0.25,planet,yolo11x-seg,zeroshot,full_data_25region,latvia,703,0.087008,0.787246,0.110523,0.069252,8.7895,6.0000,22.7683,61.6964
